-8.2393,-8.2393,-7.2393,-7.2393,-7.2393,-6.2393,-6.2393,-6.2393,-5.2393,-4.2393,-4.2393,-4.2393,-4.2393,-4.2393,-3.2393,-2.2393
-2.2393,-2.2393,-2.2393,-2.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393
-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-1.2393,-1.2393,-1.2393,-1.2393,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607
1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,1.7607,1.7607,1.7607,1.7607,1.7607
1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,0.76074,1.7607,1.7607,0.76074,-0.23926,-0.23926,-0.23926,0.76074,0.76074,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607
1.7607,1.7607,1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074,0.76074
1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,-0.23926,-0.23926,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,1.7607,1.7607,1.7607,1.7607,1.7607,1.7607,0.76074,0.76074,0.76074,0.76074,0.76074
0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074,0.76074
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926,-0.23926
