-12.968,-12.968,-12.968,-12.968,-12.968,-12.968,-12.968,-12.968,-11.968,-11.968,-11.968,-11.968,-11.968,-11.968,-1.9678,-1.9678,-1.9678,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227,0.032227,0.032227,0.032227
0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,1.0322,0.032227,1.0322,1.0322,1.0322,1.0322
1.0322,1.0322,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,1.0322,0.032227,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
0.032227,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,0.032227,-0.96777
-0.96777,-0.96777,0.032227,0.032227,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-1.9678,-1.9678
-1.9678,-1.9678,-1.9678,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777,-0.96777
