-28.805,-28.805,-27.805,-3.8047,-3.8047,-2.8047,-2.8047,-2.8047,-2.8047,-2.8047,-1.8047
-1.8047,-1.8047,-1.8047,-1.8047,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,0.19531,0.19531,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,-0.80469,-0.80469,0.19531,0.19531,0.19531,0.19531,0.19531
-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469,-0.80469
-0.80469,-0.80469,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531,0.19531
